"SPECIES","GENUS","EPITHET","AUTHOR","COUNTRY","DEPARTAMENTO","MUNICIPIO","LOCALIDAD","LATITUD","LONGITUD","ALTURA","HABITAT"
"Gongora truncata","Gongora","truncata","Lindl.","Honduras","Cortés","Santa Cruz de Yojoa","Agua Azul Sierra",14.91266667,-87.97244444,"650","Epiphyte"
"Gongora truncata","Gongora","truncata","Lindl.","Honduras","Cortés","Santa Cruz de Yojoa","A orillad del Lago Yojoa, entre Pito Solo y Agua Azul. ",14.84694,-87.95805,"600 m","Epiphyte"
"Gongora truncata","Gongora","truncata","Lindl.","Honduras","Comayagua","Siguatepeque","Siguatepeque",14.59147222,-87.88383333,"1100","Epiphyte"
"Gongora truncata","Gongora","truncata","Lindl.","Honduras","Cortés","Santa Cruz de Yojoa","Lago de Yojoa",14.99319444,-87.88005556,"600","Epiphyte"
"Gongora truncata","Gongora","truncata","Lindl.","Honduras","Comayagua","Siguatepeque","Plains near Siguatepeque, June to August 1936    ",14.58333,-87.85,"1050 m","Epiphyte"
"Bletia purpurea","Bletia","purpurea","(L.) Ames","Honduras","Comayagua","El Rosario","Rio Huique",14.5,-87.767,"1250","Terrestrial"
"Bletia purpurea","Bletia","purpurea","(L.) Ames","Honduras","Yoro","Victoria","Bajo Grande",15.13027,-87.75277,"3000 f","Terrestrial"
"Bletia purpurea","Bletia","purpurea","(L.) Ames","Honduras","Comayagua","Comayagua","Comayagua",14.42806389,-87.62954722,"-9999","Terrestrial"
"Bletia purpurea","Bletia","purpurea","(L.) Ames","Honduras","Atlántida","Tela","Lancetilla",15.76675,-87.4575,"0","Terrestrial"
"Bletia purpurea","Bletia","purpurea","(L.) Ames","Honduras","Atlántida","Tela","Lancetilla",15.76675,-87.4575,"30","Terrestrial"
"Bletia purpurea","Bletia","purpurea","(L.) Ames","Honduras","Atlántida","Tela","Vicinity of Tela ",15.775,-87.45722,"25 f","Terrestrial"
"Bletia purpurea","Bletia","purpurea","(L.) Ames","Honduras","Atlántida","Tela","Jardin Botanico Lancetilla",15.73598056,-87.45518611,"0","Terrestrial"
"Bletia purpurea","Bletia","purpurea","(L.) Ames","Honduras","Atlántida","Tela","Jardin Botanico Lancetilla",15.73598056,-87.45518611,"-9999","Terrestrial"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Atlántida","Tela","Lancetilla. ",15.72916,-87.45388,"1200 f","Epiphyte"
"Encyclia tuerckheimii","Encyclia","tuerckheimii","Schltr.","Honduras","Atlántida","Tela","Lancetilla S of Tela; wet, broadleaf of forest. ",15.73333,-87.45027,"20-50 m","Epiphyte"
"Comparettia tuerckheimii","Comparettia","tuerckheimii","Schltr.","Honduras","Comayagua","Siguatepeque","",14.7717,-87.39866667,"1000","Epiphyte"
"Encyclia tuerckheimii","Encyclia","tuerckheimii","Schltr.","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Encyclia tuerckheimii","Encyclia","tuerckheimii","Schltr.","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Encyclia tuerckheimii","Encyclia","tuerckheimii","Schltr.","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Colón","","Sugar Cane site near Medinci Ranch, road to Hacienda El Tumbador 19 km SE Trujillo.",15.739372,-85.967733,"","Epiphyte"
"Encyclia tuerckheimii","Encyclia","tuerckheimii","Schltr.","Honduras","Colón","","Sugar Cane site near Medinci Ranch, road to Hacienda El Tumbador 19 km SE Trujillo.",15.739372,-85.967733,"","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Gracias a Dios","","",15.74491944,-84.55991389,"-9999","Epiphyte"
"Comparettia tuerckheimii","Comparettia","tuerckheimii","Schltr.","Honduras","Lempira","","Parque Nacional Celaque",14.55801667,-88.65673333,"1900","Epiphyte"
"Comparettia tuerckheimii","Comparettia","tuerckheimii","Schltr.","Honduras","Comayagua","","Cordillera de Montecillos",14.44038889,-87.84941667,"1800","Epiphyte"
"Maxillaria ringens","Maxillaria","ringens","Schltr.","Honduras","Francisco Morazán","","",13.92310278,-87.17747778,"1420","Epiphyte"
"Maxillaria ringens","Maxillaria","ringens","Schltr.","Honduras","El Paraíso","","Montaña de Monserrat",13.93311111,-86.86644444,"1700","Epiphyte"
"Maxillaria ringens","Maxillaria","ringens","Schltr.","Honduras","El Paraíso","","Montaña de Monserrat",13.93311111,-86.86644444,"1800","Epiphyte"
"Maxillaria ringens","Maxillaria","ringens","Schltr.","Honduras","Copán","San Jeronimo - Concepcion","Cordillera Gallinero o Grita",14.98225833,-88.89007778,"1000","Epiphyte"
"Encyclia tuerckheimii","Encyclia","tuerckheimii","Schltr.","Honduras","Santa Bárbara","","Cerro de Santa Bárbara",14.911375,-88.10172222,"1500","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","La Paz","","Las Trancas",14.11379722,-87.90728889,"2000","Epiphyte"
"Encyclia tuerckheimii","Encyclia","tuerckheimii","Schltr.","Honduras","Atlántida","La Ceiba","Quebrada Grande",15.55664722,-86.87099167,"200","Epiphyte"
"Encyclia tuerckheimii","Encyclia","tuerckheimii","Schltr.","Honduras","Francisco Morazán","","",13.935775,-87.264125,"","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Yoro","","",15.11585278,-87.141,"","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","El Paraíso","Danli","Danli",14.04079722,-86.55676944,"850","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Cortés","","Cienaga tract, vicinity of Lake Yojoa.",15,-88.316667,"853.44","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Santa Bárbara","","Eastern slopes of Cerro Sta. Bárbara.",14.91926,-88.115031,"2100","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Santa Bárbara","","Cerro de Santa Bárbara",14.911375,-88.10172222,"2100","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Cortés","","Cienaga Tract",15.23915278,-88.05557222,"0","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Cortés","","Nacimiento del Rio Lindo",14.94572778,-88.04770278,"300","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Cortés","Santa Cruz de Yojoa","Pena Blanca",14.97279167,-88.030225,"1100","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Cortés","Santa Cruz de Yojoa","In rain forest, nacimiento del Río Lindo near Lake Yojoa. ",14.98361,-88.02944,"300 - 630 m","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Cortés","","Peña Blanca, headwaters of the Rio Lindo.",14.979602,-88.021725,"","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","La Paz","","La Florida de Marcala",14.11495278,-88.01404167,"1400","Epiphyte"
"Stelis megachlamys","Stelis","megachlamys","Schltr.","Honduras","Cortés","Cortés","In rain forest, nacimiento del Río Lindo.",14.874231,-88.011229,"300","Epiphyte"
"Encyclia tuerckheimii","Encyclia","tuerckheimii","Schltr.","Honduras","Cortés","Cortés","In rain forest, nacimiento del Río Lindo.",14.874231,-88.011229,"300","Epiphyte"
"Lepanthes turialvae","Lepanthes","turialvae","Rchb.fil.","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 212 1933-8-6 ",14.79042778,-87.98219167,"","Epiphyte"
"Lepanthes turialvae","Lepanthes","turialvae","Rchb.fil.","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Lepanthes turialvae","Lepanthes","turialvae","Rchb.fil.","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Lepanthes turialvae","Lepanthes","turialvae","Rchb.fil.","Honduras","Yoro","","",15.01996389,-87.46959722,"","Epiphyte"
"Lepanthes turialvae","Lepanthes","turialvae","Rchb.fil.","Honduras","Olancho","La Union","Refugio de Vida Silvestre La Muralla",15.087775,-86.69814722,"1200","Epiphyte"
"Uleiorchis ulei","Uleiorchis","ulei","(Cogn.) Handro","Honduras","Olancho","","",14.819222,-86.619143,"","Terrestrial"
"Uleiorchis ulei","Uleiorchis","ulei","ulei(Cogn.) Brieger","Honduras","Olancho","","",14.819222,-86.619143,"","Terrestrial"
"Uleiorchis ulei","Uleiorchis","ulei","ulei(Cogn.) Brieger","Honduras","El Paraíso","El Paraíso","Volcancitos",13.81771111,-86.5377,"900","Terrestrial"
"Uleiorchis ulei","Uleiorchis","ulei","(Cogn.) Handro","Honduras","Olancho","Pisijire","Mata de Tarro",15.17055556,-85.47281389,"500","Terrestrial"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Olancho","Pisijire","Pisijire",15.17055556,-85.47281389,"500","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Olancho","","Arroyadas del río Wampú",15.25,-85.41666,"500 - 700 m","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Olancho","Culmi","Arroyadas del Rio Wampu",15.02585278,-85.20138611,"0","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Ocotepeque","Sinuapa","Vicinity of El Portillo, Cordillera de Merendón. In wet forest. ",14.46666,-89.06666,"2000 m","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Lempira","Gracias","Celaque National Park, dry ridge along trail from El Mojon to El Sucte, 13 mi SW of Gracias. Open conifer forest of mixed pine species. Occasionally burned with a meadow-like flora of small herbs, grasses and composites.  ",14.53333,-88.7,"2650 m","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Lempira","","Montaña de Celaque, SE portion of the massif, valley of the Río Arcagual on the plateau. Mixed Pinus-Quercus-Persea forest. ",14.55722,-88.66666,"2400 m","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Lempira","Gracias","Near Gracias. Montaña de Celaque. Above mountain hut on climb to river on plateau. ",14.55527,-88.66361,"","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Lempira","","Parque Nacional de Celaque",14.55801667,-88.65673333,"2550","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Lempira","","Parque Nacional de Celaque",14.55801667,-88.65673333,"1600","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Lempira","San Manuel de Colónhete","Parque Nacional de Celaque",14.55801667,-88.65673333,"2650","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Lempira","Gracias","Montana de Celaque",14.55801667,-88.65673333,"2300","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Cortés","","Forested ridge south side of Montaña Sta. Bárbara.",14.903552,-88.115006,"2350","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Francisco Morazán","Distrito Central","2 km arriba del mineral El Rosario, San Juancito. ",14.2175,-87.09027,"1600 m","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"1800","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras (HN)","Francisco Morazán","San Antonio de Oriente","Bosque del Cerro Uyuca, +/- 13 km al Noroeste de Zamorano",14.032725,-87.070576,"Mínima: 1650 | Máxima: 1800","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Francisco Morazán","","San Juancito",14.21717222,-87.06433611,"1667","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Francisco Morazán",""," Rosario",14.21995,-87.08022222,"","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Francisco Morazán",""," Rosario",14.21995,-87.08022222,"","Epiphyte"
"Maxillaria uncata","Maxillaria","uncata","Lindl.","Honduras","Ocotepeque","","El Portillo",14.46527778,-89.07263889,"2000","Epiphyte"
"Trichocentrum undulatum","Trichocentrum","undulatum","(Sw.) Ackerman & M.W.Chase","Honduras","Lempira","","Quebrada Naranjo Camp.",14.54836111,-88.67125278,"2550","Epiphyte"
"Trichocentrum undulatum","Trichocentrum","undulatum","(Sw.) Ackerman & M.W.Chase","Honduras","Lempira","","Trail El Mojon to El Sucte",14.54836111,-88.67125278,"2650","Epiphyte"
"Scaphyglottis longicaulis","Scaphyglottis","longicaulis","Schltr.","Honduras","Lempira","","",14.67730556,-88.64841667,"2300","Epiphyte"
"Gongora unicolor","Gongora","unicolor","Schltr.","Honduras","Santa Bárbara","","Santa Bárbara",14.92108333,-88.24072222,"2350","Epiphyte"
"Gongora unicolor","Gongora","unicolor","Schltr.","Honduras","Francisco Morazán",""," Rosario",14.21995,-87.08022222,"","Epiphyte"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Francisco Morazán",""," Rosario",14.21995,-87.08022222,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Francisco Morazán","","El Rosario",14.2205,-87.079,"0","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Francisco Morazán","","El Rosario",14.2205,-87.079,"1600","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Francisco Morazán","San Juancito","Rosario Mine",14.22597222,-87.06786111,"1400","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Islas de la Bahía","","Roatan (Mun.): Near town of Roatan on Island of Roatan",16.339242,-86.51361,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Colón","","1.8 mi strip on the north bank of rio Guaimoreto betweem old bridge and opening of Laguna Guaimoreto 4.5 mi NE of Trujillo on old road to Castilla.",15.951554,-85.914083,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Colón","","1.8 mi. strip on the north bank of Rio Guaimoreto between old bridge and opening of Laguna Guaimoreto 4.5 mi. NE of Trujillo on old road to Castilla.",15.951554,-85.914083,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Colón","","Capuchin site east, mangrove forest.
1.8 mi strip on the north bank of rio Guaimoreto between old bridge and opening of Laguna Guaimoreto 4.5 mi NE of Trujillo on old road to Castilla.",15.961353,-85.905267,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Colón","","East site; mangrove forest; savannah thickets. 1.8 mi strip on the north bank of rio Guaimoreto between old bridge and opening of Laguna Guaimoreto 4.5 mi NE of Trujillo on old road to Castilla.",15.961353,-85.905267,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Colón","","1.8 mile strip on the north bank of Río Guaimoreto, between old bridge and opening of Laguna Guaimoreto, 4.5 miles NE of Trujillo on old road to Castilla: Capuchin site east.",15.941413,-85.842984,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Colón","","1.8 mile strip on the north bank of Río Guaimoreto, between old bridge and opening of Laguna Guaimoreto, 4.5 miles NE of Trujillo on old road to Castilla: Capuchin site east.",15.941413,-85.842984,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Gracias a Dios","","DPTO. G. Adiós: Puerto Lempira, alrrededores Laguna de Caratasca.",15.244634,-83.777638,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Cortés","","Nacimiento del Rio Lindo",14.94572778,-88.04770278,"630","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Comayagua",""," forest",14.60773611,-87.88429722,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","El Paraíso","El Paraíso","Camino de El Paraíso a Las Dificultades",13.969128,-86.86682,"","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Olancho","Río Tinto","Vallecito",14.99675,-85.72791667,"915","Terrestrial"
"Malaxis unifolia","Malaxis","unifolia","Michx.","Honduras","Lempira","","Secondary vegetation of guamil surrounding the DOn tomas campsite, Celaque National Park, on edge of trail to lower abandoned house",14.53333,-88.66666,"1865 m","Terrestrial"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Lempira","San Manuel de Colónhete","Parque Nacional de Celaque",14.55801667,-88.65673333,"1865","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Intibucá","La Esperanza","Montaña Pacayas",14.29221111,-88.16039167,"1850","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Comayagua","","near El Achote, hills above the plains of Siguatepeque",14.606383,-87.89374,"1350","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Comayagua","","Ridge of Cerro El Maneadero, along trail from San José de Los Planes, ca. 12-13 km E of Lago Yojoa, Parque Nacional Azúl Meámbar. ",14.7833333,-87.8666667,"1550 - 1750 m","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Comayagua","","",14.667577,-87.612121,"1127.76","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Comayagua","","Cordillera Comayagua, cerca de Coyocutena.",14.50429,-87.559677,"1200","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Comayagua","","Montan|4a La Choca, Cordillera de Comayagua, cerca de Coyocutena. Bosque pino-liquidambar   ",14.61166,-87.52611,"1200 m","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Comayagua","San Jeronimo","Montana La Choca",14.58266667,-87.51575,"1200","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Comayagua","Minas de Oro","Las Jaguas ",14.79583,-87.46055,"4200 f","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Comayagua","San Luis","San Luis",14.7717,-87.39866667,"834","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Francisco Morazán","","El Hatillo.",14.272396,-87.048416,"","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Olancho","Concordia","Cordillera de Misoco o Volcan de Guaimaca, entre los departamentos de Olancho y Morazán. ",14.63861,-86.80555,"2500 m","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Francisco Morazán","","Volcan de Guaimaca",14.66638889,-86.79991667,"2500","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Olancho","","Montana de Las Parras",15.13124722,-86.62081111,"1400","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Ionopsis utricularioides","Ionopsis","utricularioides","(Sw.) Lindl.","Honduras","Francisco Morazán","","Sheet ",14.743224,-87.412033,"","Epiphyte"
